TransactionID,CustomerID,PurchaseDate,Product,Category,Quantity,UnitPrice,City,Gender,Age,Quantity_Norm,UnitPrice_Norm,Age_Norm,Clusters
35,CUST0152,27-10-2024,Socks,Footwear,4,3575.0,Nashik,Male,65,0.75,0.7152861144457783,0.726027397260274,0
36,CUST2468,07-03-2024,Dress,Women'S Wear,1,2985.0,Bangalore,Female,60,0.0,0.5972388955582233,0.6575342465753424,1
36,CUST2468,03-07-2024,Handbag,Accessories,1,913.0,Mumbai,Male,41,0.0,0.18267306922769108,0.3972602739726027,2
37,CUST1484,27-01-2025,Dress,Women'S Wear,1,1426.0,Mumbai,Female,51,0.0,0.2853141256502601,0.5342465753424658,2
37,CUST1484,27-01-2025,Shorts,Bottomwear,2,2638.0,Nashik,Male,62,0.25,0.52781112444978,0.684931506849315,2
37,CUST1484,27-01-2025,Scarf,Accessories,3,830.0,Thane,Male,53,0.5,0.16606642657062826,0.5616438356164384,2
38,CUST2345,12-01-2025,Shirt,Topwear,5,1005.0,Nashik,Female,22,1.0,0.20108043217286914,0.136986301369863,0
38,CUST2345,01-12-2025,Tie,Accessories,2,4815.0,Mumbai,Male,58,0.25,0.9633853541416567,0.6301369863013698,1
39,CUST1164,21-03-2024,Jacket,Outerwear,3,4669.0,Pune,Male,23,0.5,0.9341736694677871,0.1506849315068493,1
39,CUST1164,21-03-2024,Scarf,Accessories,1,671.0,Delhi,Female,59,0.0,0.13425370148059224,0.6438356164383562,2
39,CUST1164,21-03-2024,Shirt,Topwear,4,2735.0,Nashik,Female,47,0.75,0.547218887555022,0.4794520547945205,0
40,CUST0536,14-01-2025,Jeans,Bottomwear,1,2490.0,Delhi,Female,46,0.0,0.49819927971188477,0.4657534246575342,2
40,CUST0536,14-01-2025,Belt,Accessories,2,4380.0,Nashik,Male,50,0.25,0.8763505402160864,0.5205479452054794,1
40,CUST0536,14-01-2025,Cap,Accessories,3,2639.0,Nashik,Female,52,0.5,0.5280112044817927,0.547945205479452,2
41,CUST1845,17-07-2025,Shirt,Topwear,1,3525.0,Pune,Male,41,0.0,0.7052821128451381,0.3972602739726027,1
41,CUST1845,17-07-2025,Tie,Accessories,2,4522.0,Delhi,Female,26,0.25,0.9047619047619048,0.1917808219178082,1
41,CUST1845,17-07-2025,Sneakers,Footwear,3,1196.0,Delhi,Male,44,0.5,0.2392957182873149,0.4383561643835616,2
42,CUST1968,23-06-2024,Jacket,Outerwear,2,557.0,Nashik,Female,54,0.25,0.11144457783113246,0.5753424657534246,2
42,CUST1968,23-06-2024,Scarf,Accessories,1,1430.0,Thane,Female,51,0.0,0.2861144457783113,0.5342465753424658,2
42,CUST1968,23-06-2024,Socks,Footwear,3,4265.0,Thane,Female,30,0.5,0.8533413365346139,0.2465753424657534,1
43,CUST1121,21-10-2024,Jacket,Outerwear,3,1498.0,Bangalore,Female,36,0.5,0.29971988795518206,0.3287671232876712,2
43,CUST1121,21-10-2024,Scarf,Accessories,1,2259.0,Mumbai,Male,33,0.0,0.4519807923169268,0.2876712328767123,2
43,CUST1121,21-10-2024,Socks,Footwear,4,4195.0,Bangalore,Female,48,0.75,0.8393357342937174,0.4931506849315068,0
44,CUST0718,03-03-2025,Belt,Accessories,3,605.0,Thane,Female,18,0.5,0.1210484193677471,0.0821917808219178,2
44,CUST0718,03-03-2025,Skirt,Women'S Wear,2,1221.0,Mumbai,Female,39,0.25,0.24429771908763506,0.3698630136986301,2
45,CUST1752,11-06-2025,Hoodie,Topwear,2,2596.0,Thane,Male,38,0.25,0.5194077631052421,0.3561643835616438,2
45,CUST1752,11-06-2025,Cap,Accessories,2,3620.0,Bangalore,Female,61,0.25,0.7242897158863545,0.6712328767123288,1
45,CUST1752,06-11-2025,Sneakers,Footwear,4,3359.0,Pune,Male,44,0.75,0.6720688275310124,0.4383561643835616,0
46,CUST0460,03-04-2024,Hoodie,Topwear,3,4561.0,Delhi,Male,46,0.5,0.9125650260104041,0.4657534246575342,1
46,CUST0460,04-03-2024,Dress,Women'S Wear,3,1.0,Nashik,Female,43,0.5,0.00020008003201280514,0.4246575342465753,2
47,CUST1176,22-02-2025,Sneakers,Footwear,4,3973.0,Bangalore,Male,42,0.75,0.7949179671868748,0.410958904109589,0
47,CUST1176,22-02-2025,Socks,Footwear,1,2743.0,Pune,Male,47,0.0,0.5488195278111244,0.4794520547945205,1
47,CUST1176,22-02-2025,Watch,Accessories,4,427.0,Pune,Male,33,0.75,0.08543417366946779,0.2876712328767123,0
48,CUST1185,27-08-2024,Jacket,Outerwear,3,1472.0,Bangalore,Male,60,0.5,0.29451780712284914,0.6575342465753424,2
49,CUST2853,02-03-2025,Dress,Women'S Wear,2,2762.0,Nashik,Female,63,0.25,0.5526210484193678,0.6986301369863014,1
49,CUST2853,02-03-2025,Handbag,Accessories,1,4686.0,Mumbai,Male,64,0.0,0.9375750300120048,0.7123287671232876,1
49,CUST2853,02-03-2025,Skirt,Women'S Wear,3,424.0,Pune,Female,31,0.5,0.08483393357342937,0.2602739726027397,2
50,CUST2186,26-10-2025,Dress,Women'S Wear,1,4145.0,Bangalore,Female,38,0.0,0.8293317326930773,0.3561643835616438,1
50,CUST2186,26-10-2025,Handbag,Accessories,2,3410.0,Thane,Female,54,0.25,0.6822729091636655,0.5753424657534246,1
50,CUST2186,26-10-2025,Skirt,Women'S Wear,2,1445.0,Delhi,Female,64,0.25,0.2891156462585034,0.7123287671232876,2
51,CUST0279,25-12-2025,Sneakers,Footwear,1,2596.0,Delhi,Male,60,0.0,0.5194077631052421,0.6575342465753424,2
51,CUST0279,25-12-2025,Socks,Footwear,1,1088.0,Thane,Female,51,0.0,0.21768707482993196,0.5342465753424658,2
51,CUST0279,25-12-2025,Shorts,Bottomwear,1,558.0,Bangalore,Male,23,0.0,0.11164465786314526,0.1506849315068493,2
52,CUST2164,13-02-2024,Jacket,Outerwear,1,908.0,Pune,Male,61,0.0,0.18167266906762705,0.6712328767123288,2
52,CUST2164,13-02-2024,Scarf,Accessories,1,2750.0,Nashik,Female,28,0.0,0.550220088035214,0.2191780821917808,1
52,CUST2164,13-02-2024,Skirt,Women'S Wear,1,3879.0,Thane,Female,32,0.0,0.776110444177671,0.273972602739726,1
53,CUST2785,22-08-2025,Jeans,Bottomwear,1,971.0,Thane,Female,35,0.0,0.19427771108443379,0.3150684931506849,2
53,CUST2785,22-08-2025,Belt,Accessories,2,3829.0,Pune,Male,46,0.25,0.7661064425770309,0.4657534246575342,1
53,CUST2785,22-08-2025,Tie,Accessories,5,2287.0,Thane,Female,54,1.0,0.4575830332132853,0.5753424657534246,0
54,CUST1031,09-09-2024,Hoodie,Topwear,3,354.0,Nashik,Female,43,0.5,0.07082833133253301,0.4246575342465753,2
54,CUST1031,09-09-2024,Sneakers,Footwear,2,4223.0,Delhi,Female,38,0.25,0.8449379751900761,0.3561643835616438,1
55,CUST2426,12-07-2025,Shirt,Topwear,4,2016.0,Bangalore,Female,46,0.75,0.40336134453781514,0.4657534246575342,0
55,CUST2426,12-07-2025,Tie,Accessories,4,4224.0,Delhi,Female,55,0.75,0.8451380552220888,0.589041095890411,0
56,CUST2694,11-11-2025,Jacket,Outerwear,4,1166.0,Nashik,Male,18,0.75,0.23329331732693076,0.0821917808219178,0
56,CUST2694,11-11-2025,Scarf,Accessories,1,2719.0,Thane,Male,44,0.0,0.5440176070428171,0.4383561643835616,2
56,CUST2694,11-11-2025,Belt,Accessories,4,2911.0,Bangalore,Female,22,0.75,0.5824329731892757,0.136986301369863,0
56,CUST2694,11-11-2025,Socks,Footwear,5,3791.0,Nashik,Female,41,1.0,0.7585034013605442,0.3972602739726027,0
57,CUST0257,14-08-2025,Shirt,Topwear,3,2969.0,Delhi,Female,30,0.5,0.5940376150460184,0.2465753424657534,1
57,CUST0257,14-08-2025,Tie,Accessories,3,993.0,Thane,Male,61,0.5,0.19867947178871548,0.6712328767123288,2
58,CUST2202,12-11-2025,Handbag,Accessories,2,2876.0,Pune,Female,46,0.25,0.5754301720688275,0.4657534246575342,1
58,CUST2202,12-11-2025,Tie,Accessories,4,4302.0,Mumbai,Female,28,0.75,0.8607442977190877,0.2191780821917808,0
59,CUST2093,25-04-2024,Dress,Women'S Wear,4,4774.0,Thane,Female,31,0.75,0.9551820728291317,0.2602739726027397,0
59,CUST2093,25-04-2024,Handbag,Accessories,2,2018.0,Pune,Female,65,0.25,0.40376150460184074,0.726027397260274,2
59,CUST2093,25-04-2024,Scarf,Accessories,5,1678.0,Pune,Male,38,1.0,0.335734293717487,0.3561643835616438,0
59,CUST2093,25-04-2024,Belt,Accessories,2,1497.0,Nashik,Female,63,0.25,0.2995198079231693,0.6986301369863014,2
60,CUST1651,11-06-2025,Scarf,Accessories,4,3233.0,Nashik,Male,22,0.75,0.6468587434973989,0.136986301369863,0
60,CUST1651,11-06-2025,Skirt,Women'S Wear,1,675.0,Nashik,Female,24,0.0,0.13505402160864347,0.1643835616438356,2
60,CUST1651,11-06-2025,Jeans,Bottomwear,2,2543.0,Mumbai,Male,23,0.25,0.5088035214085634,0.1506849315068493,2
60,CUST1651,11-06-2025,T-Shirt,Topwear,2,4205.0,Mumbai,Male,22,0.25,0.8413365346138455,0.136986301369863,1
61,CUST0366,14-04-2024,Dress,Women'S Wear,2,2596.0,Bangalore,Female,22,0.25,0.5194077631052421,0.136986301369863,2
61,CUST0366,14-04-2024,Handbag,Accessories,2,1307.0,Pune,Male,55,0.25,0.2615046018407363,0.589041095890411,2
62,CUST0110,05-11-2025,Hoodie,Topwear,4,3460.0,Thane,Male,25,0.75,0.6922769107643058,0.1780821917808219,0
62,CUST0110,11-05-2025,Socks,Footwear,1,435.0,Nashik,Male,55,0.0,0.08703481392557023,0.589041095890411,2
62,CUST0110,05-11-2025,Belt,Accessories,5,1549.0,Delhi,Male,35,1.0,0.30992396958783514,0.3150684931506849,0
63,CUST2990,01-09-2024,Jeans,Bottomwear,5,749.0,Pune,Male,37,1.0,0.14985994397759103,0.3424657534246575,0
63,CUST2990,01-09-2024,Belt,Accessories,3,1338.0,Thane,Male,65,0.5,0.26770708283313327,0.726027397260274,2
63,CUST2990,01-09-2024,Sneakers,Footwear,5,3249.0,Pune,Female,21,1.0,0.6500600240096038,0.1232876712328767,0
64,CUST1002,17-02-2024,Hoodie,Topwear,2,588.0,Thane,Male,53,0.25,0.11764705882352941,0.5616438356164384,2
64,CUST1002,17-02-2024,Cap,Accessories,1,1768.0,Nashik,Male,32,0.0,0.35374149659863946,0.273972602739726,2
65,CUST2310,07-11-2024,Shorts,Bottomwear,3,2307.0,Thane,Male,27,0.5,0.4615846338535414,0.2054794520547945,2
65,CUST2310,07-11-2024,Skirt,Women'S Wear,1,1465.0,Bangalore,Female,63,0.0,0.2931172468987595,0.6986301369863014,2
66,CUST0307,29-08-2025,Hoodie,Topwear,3,2437.0,Thane,Female,38,0.5,0.4875950380152061,0.3561643835616438,2
66,CUST0307,29-08-2025,Cap,Accessories,2,3981.0,Nashik,Male,47,0.25,0.7965186074429772,0.4794520547945205,1
66,CUST0307,29-08-2025,Dress,Women'S Wear,5,629.0,Thane,Female,31,1.0,0.12585034013605442,0.2602739726027397,0
67,CUST2278,17-07-2025,Hoodie,Topwear,2,1293.0,Nashik,Male,18,0.25,0.258703481392557,0.0821917808219178,2
67,CUST2278,17-07-2025,Cap,Accessories,1,1918.0,Mumbai,Female,59,0.0,0.38375350140056025,0.6438356164383562,2
68,CUST1568,30-11-2025,Dress,Women'S Wear,2,2551.0,Bangalore,Female,35,0.25,0.5104041616646658,0.3150684931506849,2
68,CUST1568,30-11-2025,Handbag,Accessories,5,2340.0,Bangalore,Female,58,1.0,0.468187274909964,0.6301369863013698,0
69,CUST0107,22-11-2024,Jeans,Bottomwear,5,3227.0,Thane,Male,55,1.0,0.6456582633053222,0.589041095890411,0
69,CUST0107,22-11-2024,Belt,Accessories,3,1722.0,Delhi,Female,29,0.5,0.3445378151260504,0.2328767123287671,2
70,CUST2221,12-11-2024,Jeans,Bottomwear,1,2204.0,Pune,Male,14,0.0,0.4409763905562225,0.0273972602739726,2
70,CUST2221,12-11-2024,Belt,Accessories,1,4610.0,Delhi,Female,41,0.0,0.9223689475790317,0.3972602739726027,1
71,CUST2660,20-11-2024,Shirt,Topwear,5,1735.0,Bangalore,Male,42,1.0,0.3471388555422169,0.410958904109589,0
71,CUST2660,20-11-2024,Tie,Accessories,2,4931.0,Thane,Male,24,0.25,0.986594637855142,0.1643835616438356,1
71,CUST2660,20-11-2024,Scarf,Accessories,4,392.0,Bangalore,Male,34,0.75,0.0784313725490196,0.3013698630136986,0
72,CUST2237,19-01-2025,Hoodie,Topwear,4,902.0,Thane,Male,20,0.75,0.18047218887555022,0.1095890410958904,0
72,CUST2237,19-01-2025,Cap,Accessories,5,4253.0,Pune,Female,63,1.0,0.8509403761504601,0.6986301369863014,0
73,CUST1087,11-07-2025,Sneakers,Footwear,1,3517.0,Nashik,Male,54,0.0,0.7036814725890356,0.5753424657534246,1
73,CUST1087,07-11-2025,Socks,Footwear,3,970.0,Bangalore,Female,48,0.5,0.19407763105242096,0.4931506849315068,2
74,CUST1079,26-03-2025,Sneakers,Footwear,1,1001.0,Delhi,Male,60,0.0,0.20028011204481794,0.6575342465753424,2
74,CUST1079,26-03-2025,Socks,Footwear,2,4200.0,Mumbai,Male,37,0.25,0.8403361344537815,0.3424657534246575,1
74,CUST1079,26-03-2025,Belt,Accessories,4,940.0,Thane,Female,61,0.75,0.1880752300920368,0.6712328767123288,0
75,CUST2129,14-04-2025,Watch,Accessories,2,4940.0,Delhi,Male,55,0.25,0.9883953581432573,0.589041095890411,1
76,CUST1989,08-08-2025,Jeans,Bottomwear,3,3600.0,Thane,Female,27,0.5,0.7202881152460985,0.2054794520547945,1
76,CUST1989,08-08-2025,Belt,Accessories,3,2595.0,Pune,Male,49,0.5,0.5192076830732293,0.5068493150684932,2
77,CUST0770,28-03-2025,Hoodie,Topwear,5,1601.0,Pune,Male,22,1.0,0.320328131252501,0.136986301369863,0
77,CUST0770,28-03-2025,Cap,Accessories,2,2543.0,Bangalore,Male,41,0.25,0.5088035214085634,0.3972602739726027,2
77,CUST0770,28-03-2025,Skirt,Women'S Wear,2,2417.0,Pune,Female,65,0.25,0.48359343737495,0.726027397260274,2
77,CUST0770,28-03-2025,Scarf,Accessories,4,4503.0,Pune,Male,19,0.75,0.9009603841536614,0.0958904109589041,0
78,CUST2633,08-10-2024,Hoodie,Topwear,2,4122.0,Mumbai,Male,37,0.25,0.8247298919567827,0.3424657534246575,1
78,CUST2633,08-10-2024,Cap,Accessories,1,4245.0,Thane,Female,22,0.0,0.8493397358943577,0.136986301369863,1
78,CUST2633,08-10-2024,Shorts,Bottomwear,5,3609.0,Thane,Female,41,1.0,0.7220888355342137,0.3972602739726027,0
79,CUST1406,31-12-2025,Shirt,Topwear,3,1691.0,Bangalore,Male,60,0.5,0.33833533413365346,0.6575342465753424,2
79,CUST1406,31-12-2025,Tie,Accessories,2,3209.0,Thane,Female,32,0.25,0.6420568227290916,0.273972602739726,1
79,CUST1406,31-12-2025,Skirt,Women'S Wear,1,4167.0,Nashik,Female,30,0.0,0.8337334933973589,0.2465753424657534,1
79,CUST1406,31-12-2025,Scarf,Accessories,2,2890.0,Mumbai,Male,63,0.25,0.5782312925170068,0.6986301369863014,1
80,CUST0531,21-09-2025,Hoodie,Topwear,4,337.0,Delhi,Female,20,0.75,0.06742697078831533,0.1095890410958904,0
80,CUST0531,21-09-2025,Cap,Accessories,1,3441.0,Thane,Female,50,0.0,0.6884753901560624,0.5205479452054794,1
