TransactionID,CustomerID,PurchaseDate,Product,Category,Quantity,UnitPrice,City,Gender,Age,Purchasedate
14,CUST1378,30-01-2024,Handbag,Accessories,4,3970.0,Bangalore,Female,19.0,2024-01-30
15,CUST1859,04-10-2024,Sneakers,Footwear,2,2883.0,Pune,Male,25.0,2024-10-04
15,CUST1859,04-10-2024,Socks,Footwear,3,2162.0,Mumbai,Female,41.0,2024-10-04
16,CUST2352,18-10-2024,Hoodie,Topwear,3,4212.0,Pune,Male,25.0,2024-10-18
16,CUST2352,18-10-2024,Cap,Accessories,5,2147.0,Thane,Female,51.0,2024-10-18
16,CUST2352,18-10-2024,Handbag,Accessories,1,1585.0,Thane,Female,92.0,2024-10-18
17,CUST2416,08-11-2025,Watch,Accessories,2,883.0,Nashik,Female,21.0,2025-11-08
17,CUST2416,08-11-2025,Cap,Accessories,5,625.0,Bangalore,Male,45.0,2025-11-08
17,CUST2416,08-11-2025,Dress,Women'S Wear,2,4153.0,Bangalore,Female,51.0,2025-11-08
18,CUST1351,25-02-2025,Dress,Women'S Wear,1,2875.0,Bangalore,Female,34.0,2025-02-25
18,CUST1351,25-02-2025,Handbag,Accessories,1,1966.0,Mumbai,Female,41.0,2025-02-25
18,CUST1351,25-02-2025,Socks,Footwear,4,1261.0,Nashik,Female,59.0,2025-02-25
18,CUST1351,25-02-2025,Belt,Accessories,2,870.0,Mumbai,Female,35.0,2025-02-25
19,CUST1984,19-12-2024,Shirt,Topwear,2,2255.0,Bangalore,Female,54.0,2024-12-19
19,CUST1984,19-12-2024,Tie,Accessories,4,602.0,Mumbai,Female,26.0,2024-12-19
19,CUST1984,19-12-2024,Shorts,Bottomwear,3,3072.0,Thane,Female,57.0,2024-12-19
20,CUST1178,20-08-2024,Sneakers,Footwear,1,2956.0,Delhi,Female,21.0,2024-08-20
20,CUST1178,20-08-2024,Handbag,Accessories,5,1471.0,Nashik,Male,32.0,2024-08-20
20,CUST1178,20-08-2024,Tie,Accessories,4,2347.0,Mumbai,Female,47.0,2024-08-20
21,CUST1622,08-10-2024,Jacket,Outerwear,2,3185.0,Bangalore,Female,41.0,2024-10-08
21,CUST1622,08-10-2024,Scarf,Accessories,3,3702.0,Delhi,Female,29.0,2024-10-08
21,CUST1622,08-10-2024,Belt,Accessories,3,1242.0,Delhi,Female,47.0,2024-10-08
21,CUST1622,10-08-2024,Skirt,Women'S Wear,5,3420.0,Delhi,Female,58.0,2024-08-10
22,CUST1238,26-10-2025,Sneakers,Footwear,1,2792.0,Nashik,Female,49.0,2025-10-26
22,CUST1238,26-10-2025,Socks,Footwear,1,4307.0,Pune,Female,57.0,2025-10-26
23,CUST1470,03-03-2024,Sneakers,Footwear,4,1049.0,Thane,Male,60.0,2024-03-03
23,CUST1470,03-03-2024,Socks,Footwear,2,2990.0,Pune,Male,27.0,2024-03-03
24,CUST2412,27-11-2024,Dress,Women'S Wear,2,3747.0,Delhi,Female,51.0,2024-11-27
24,CUST2412,27-11-2024,Handbag,Accessories,5,2769.0,Nashik,Female,47.0,2024-11-27
25,CUST0517,08-10-2024,Shirt,Topwear,5,4645.0,Bangalore,Male,36.0,2024-10-08
25,CUST0517,10-08-2024,Tie,Accessories,4,3565.0,Thane,Female,44.0,2024-08-10
25,CUST0517,10-08-2024,Jacket,Outerwear,3,1364.0,Nashik,Male,53.0,2024-08-10
26,CUST1280,26-12-2024,Shirt,Topwear,2,4249.0,Thane,Male,32.0,2024-12-26
26,CUST1280,26-12-2024,Tie,Accessories,5,514.0,Thane,Male,41.0,2024-12-26
27,CUST0286,25-05-2024,T-Shirt,Topwear,3,1588.0,Mumbai,Male,41.0,2024-05-25
27,CUST0286,25-05-2024,Hoodie,Topwear,4,2536.0,Bangalore,Female,41.0,2024-05-25
27,CUST0286,25-05-2024,Watch,Accessories,2,2768.0,Mumbai,Male,31.0,2024-05-25
28,CUST1451,14-03-2024,Jacket,Outerwear,4,452.0,Bangalore,Female,47.0,2024-03-14
28,CUST1451,14-03-2024,Scarf,Accessories,3,1020.0,Nashik,Male,45.0,2024-03-14
29,CUST2089,17-07-2024,Scarf,Accessories,1,1498.0,Pune,Male,34.0,2024-07-17
29,CUST2089,17-07-2024,Dress,Women'S Wear,5,2946.0,Thane,Female,58.0,2024-07-17
30,CUST0315,22-10-2025,Socks,Footwear,5,4195.0,Bangalore,Female,50.0,2025-10-22
30,CUST0315,22-10-2025,Belt,Accessories,3,2616.0,Mumbai,Female,42.0,2025-10-22
30,CUST0315,22-10-2025,Hoodie,Topwear,2,3029.0,Pune,Female,23.0,2025-10-22
31,CUST2879,12-02-2025,Watch,Accessories,3,2829.0,Pune,Male,29.0,2025-02-12
31,CUST2879,02-12-2025,Scarf,Accessories,5,608.0,Pune,Female,60.0,2025-12-02
32,CUST1493,23-11-2025,Tie,Accessories,5,2258.0,Thane,Male,37.0,2025-11-23
32,CUST1493,23-11-2025,Shorts,Bottomwear,2,1934.0,Delhi,Female,56.0,2025-11-23
33,CUST2103,30-05-2024,Cap,Accessories,4,735.0,Pune,Female,43.0,2024-05-30
33,CUST2103,30-05-2024,Scarf,Accessories,2,4141.0,Pune,Male,46.0,2024-05-30
34,CUST0977,05-03-2025,Shirt,Topwear,4,4690.0,Nashik,Female,19.0,2025-03-05
34,CUST0977,03-05-2025,Tie,Accessories,5,4756.0,Mumbai,Female,41.0,2025-05-03
34,CUST0977,05-03-2025,T-Shirt,Topwear,1,3022.0,Bangalore,Male,26.0,2025-03-05
35,CUST0152,27-10-2024,Sneakers,Footwear,3,2839.0,Bangalore,Male,50.0,2024-10-27
35,CUST0152,27-10-2024,Socks,Footwear,4,3575.0,Nashik,Male,65.0,2024-10-27
36,CUST2468,07-03-2024,Dress,Women'S Wear,1,2985.0,Bangalore,Female,60.0,2024-03-07
36,CUST2468,03-07-2024,Handbag,Accessories,1,913.0,Mumbai,Male,41.0,2024-07-03
37,CUST1484,27-01-2025,Dress,Women'S Wear,1,1426.0,Mumbai,Female,51.0,2025-01-27
37,CUST1484,27-01-2025,Shorts,Bottomwear,2,2638.0,Nashik,Male,62.0,2025-01-27
37,CUST1484,27-01-2025,Scarf,Accessories,3,830.0,Thane,Male,53.0,2025-01-27
38,CUST2345,12-01-2025,Shirt,Topwear,5,1005.0,Nashik,Female,22.0,2025-01-12
38,CUST2345,01-12-2025,Tie,Accessories,2,4815.0,Mumbai,Male,58.0,2025-12-01
39,CUST1164,21-03-2024,Jacket,Outerwear,3,4669.0,Pune,Male,23.0,2024-03-21
39,CUST1164,21-03-2024,Scarf,Accessories,1,671.0,Delhi,Female,59.0,2024-03-21
39,CUST1164,21-03-2024,Shirt,Topwear,4,2735.0,Nashik,Female,47.0,2024-03-21
40,CUST0536,14-01-2025,Jeans,Bottomwear,1,2490.0,Delhi,Female,46.0,2025-01-14
40,CUST0536,14-01-2025,Belt,Accessories,2,4380.0,Nashik,Male,50.0,2025-01-14
40,CUST0536,14-01-2025,Cap,Accessories,25,2639.0,Nashik,Female,52.0,2025-01-14
41,CUST1845,17-07-2025,Shirt,Topwear,1,3525.0,Pune,Male,41.0,2025-07-17
41,CUST1845,17-07-2025,Tie,Accessories,2,4522.0,Delhi,Female,26.0,2025-07-17
41,CUST1845,17-07-2025,Sneakers,Footwear,3,1196.0,Delhi,Male,44.0,2025-07-17
42,CUST1968,23-06-2024,Jacket,Outerwear,2,557.0,Nashik,Female,54.0,2024-06-23
42,CUST1968,23-06-2024,Scarf,Accessories,1,1430.0,Thane,Female,51.0,2024-06-23
42,CUST1968,23-06-2024,Socks,Footwear,3,4265.0,Thane,Female,30.0,2024-06-23
43,CUST1121,21-10-2024,Jacket,Outerwear,3,1498.0,Bangalore,Female,36.0,2024-10-21
43,CUST1121,21-10-2024,Scarf,Accessories,1,2259.0,Mumbai,Male,33.0,2024-10-21
43,CUST1121,21-10-2024,Socks,Footwear,4,4195.0,Bangalore,Female,48.0,2024-10-21
44,CUST0718,03-03-2025,Belt,Accessories,3,605.0,Thane,Female,18.0,2025-03-03
44,CUST0718,03-03-2025,Skirt,Women'S Wear,2,1221.0,Mumbai,Female,39.0,2025-03-03
45,CUST1752,11-06-2025,Hoodie,Topwear,2,24999.0,Thane,Male,38.0,2025-06-11
45,CUST1752,11-06-2025,Cap,Accessories,2,3620.0,Bangalore,Female,61.0,2025-06-11
45,CUST1752,06-11-2025,Sneakers,Footwear,4,3359.0,Pune,Male,44.0,2025-11-06
46,CUST0460,03-04-2024,Hoodie,Topwear,3,4561.0,Delhi,Male,46.0,2024-04-03
46,CUST0460,04-03-2024,Dress,Women'S Wear,3,1.0,Nashik,Female,43.0,2024-03-04
47,CUST1176,22-02-2025,Sneakers,Footwear,4,3973.0,Bangalore,Male,42.0,2025-02-22
47,CUST1176,22-02-2025,Socks,Footwear,1,2743.0,Pune,Male,47.0,2025-02-22
47,CUST1176,22-02-2025,Watch,Accessories,4,427.0,Pune,Male,33.0,2025-02-22
48,CUST1185,27-08-2024,Jacket,Outerwear,3,1472.0,Bangalore,Male,60.0,2024-08-27
49,CUST2853,02-03-2025,Dress,Women'S Wear,2,2762.0,Nashik,Female,63.0,2025-03-02
49,CUST2853,02-03-2025,Handbag,Accessories,1,4686.0,Mumbai,Male,64.0,2025-03-02
49,CUST2853,02-03-2025,Skirt,Women'S Wear,3,424.0,Pune,Female,31.0,2025-03-02
50,CUST2186,26-10-2025,Dress,Women'S Wear,1,4145.0,Bangalore,Female,38.0,2025-10-26
50,CUST2186,26-10-2025,Handbag,Accessories,2,3410.0,Thane,Female,54.0,2025-10-26
50,CUST2186,26-10-2025,Skirt,Women'S Wear,2,1445.0,Delhi,Female,64.0,2025-10-26
51,CUST0279,25-12-2025,Sneakers,Footwear,1,49999.0,Delhi,Male,60.0,2025-12-25
51,CUST0279,25-12-2025,Socks,Footwear,1,1088.0,Thane,Female,51.0,2025-12-25
51,CUST0279,25-12-2025,Shorts,Bottomwear,1,558.0,Bangalore,Male,23.0,2025-12-25
52,CUST2164,13-02-2024,Jacket,Outerwear,1,908.0,Pune,Male,61.0,2024-02-13
52,CUST2164,13-02-2024,Scarf,Accessories,1,2750.0,Nashik,Female,28.0,2024-02-13
52,CUST2164,13-02-2024,Skirt,Women'S Wear,1,3879.0,Thane,Female,32.0,2024-02-13
53,CUST2785,22-08-2025,Jeans,Bottomwear,1,971.0,Thane,Female,35.0,2025-08-22
53,CUST2785,22-08-2025,Belt,Accessories,2,3829.0,Pune,Male,46.0,2025-08-22
53,CUST2785,22-08-2025,Tie,Accessories,5,2287.0,Thane,Female,54.0,2025-08-22
54,CUST1031,09-09-2024,Hoodie,Topwear,3,354.0,Nashik,Female,43.0,2024-09-09
54,CUST1031,09-09-2024,Sneakers,Footwear,2,4223.0,Delhi,Female,38.0,2024-09-09
55,CUST2426,12-07-2025,Shirt,Topwear,4,2016.0,Bangalore,Female,46.0,2025-07-12
55,CUST2426,12-07-2025,Tie,Accessories,4,4224.0,Delhi,Female,55.0,2025-07-12
56,CUST2694,11-11-2025,Jacket,Outerwear,4,1166.0,Nashik,Male,18.0,2025-11-11
56,CUST2694,11-11-2025,Scarf,Accessories,1,2719.0,Thane,Male,44.0,2025-11-11
56,CUST2694,11-11-2025,Belt,Accessories,4,2911.0,Bangalore,Female,22.0,2025-11-11
56,CUST2694,11-11-2025,Socks,Footwear,5,3791.0,Nashik,Female,41.0,2025-11-11
57,CUST0257,14-08-2025,Shirt,Topwear,3,2969.0,Delhi,Female,30.0,2025-08-14
57,CUST0257,14-08-2025,Tie,Accessories,3,993.0,Thane,Male,61.0,2025-08-14
58,CUST2202,12-11-2025,Handbag,Accessories,2,2876.0,Pune,Female,46.0,2025-11-12
58,CUST2202,12-11-2025,Tie,Accessories,4,4302.0,Mumbai,Female,28.0,2025-11-12
59,CUST2093,25-04-2024,Dress,Women'S Wear,4,4774.0,Thane,Female,31.0,2024-04-25
59,CUST2093,25-04-2024,Handbag,Accessories,2,2018.0,Pune,Female,65.0,2024-04-25
59,CUST2093,25-04-2024,Scarf,Accessories,5,1678.0,Pune,Male,38.0,2024-04-25
59,CUST2093,25-04-2024,Belt,Accessories,2,1497.0,Nashik,Female,63.0,2024-04-25
60,CUST1651,11-06-2025,Scarf,Accessories,4,3233.0,Nashik,Male,22.0,2025-06-11
60,CUST1651,11-06-2025,Skirt,Women'S Wear,1,675.0,Nashik,Female,24.0,2025-06-11
60,CUST1651,11-06-2025,Jeans,Bottomwear,2,2543.0,Mumbai,Male,23.0,2025-06-11
60,CUST1651,11-06-2025,T-Shirt,Topwear,2,4205.0,Mumbai,Male,22.0,2025-06-11
61,CUST0366,14-04-2024,Dress,Women'S Wear,2,99999.0,Bangalore,Female,22.0,2024-04-14
61,CUST0366,14-04-2024,Handbag,Accessories,2,1307.0,Pune,Male,55.0,2024-04-14
62,CUST0110,05-11-2025,Hoodie,Topwear,4,3460.0,Thane,Male,25.0,2025-11-05
62,CUST0110,11-05-2025,Socks,Footwear,1,435.0,Nashik,Male,55.0,2025-05-11
62,CUST0110,05-11-2025,Belt,Accessories,5,1549.0,Delhi,Male,35.0,2025-11-05
63,CUST2990,01-09-2024,Jeans,Bottomwear,5,749.0,Pune,Male,37.0,2024-09-01
63,CUST2990,01-09-2024,Belt,Accessories,3,1338.0,Thane,Male,65.0,2024-09-01
63,CUST2990,01-09-2024,Sneakers,Footwear,5,3249.0,Pune,Female,21.0,2024-09-01
64,CUST1002,17-02-2024,Hoodie,Topwear,2,588.0,Thane,Male,53.0,2024-02-17
64,CUST1002,17-02-2024,Cap,Accessories,1,1768.0,Nashik,Male,32.0,2024-02-17
65,CUST2310,07-11-2024,Shorts,Bottomwear,50,2307.0,Thane,Male,27.0,2024-11-07
65,CUST2310,07-11-2024,Skirt,Women'S Wear,1,1465.0,Bangalore,Female,63.0,2024-11-07
66,CUST0307,29-08-2025,Hoodie,Topwear,3,2437.0,Thane,Female,38.0,2025-08-29
66,CUST0307,29-08-2025,Cap,Accessories,2,3981.0,Nashik,Male,47.0,2025-08-29
66,CUST0307,29-08-2025,Dress,Women'S Wear,5,629.0,Thane,Female,31.0,2025-08-29
67,CUST2278,17-07-2025,Hoodie,Topwear,2,1293.0,Nashik,Male,18.0,2025-07-17
67,CUST2278,17-07-2025,Cap,Accessories,1,1918.0,Mumbai,Female,59.0,2025-07-17
68,CUST1568,30-11-2025,Dress,Women'S Wear,2,2551.0,Bangalore,Female,35.0,2025-11-30
68,CUST1568,30-11-2025,Handbag,Accessories,5,2340.0,Bangalore,Female,58.0,2025-11-30
69,CUST0107,22-11-2024,Jeans,Bottomwear,5,3227.0,Thane,Male,55.0,2024-11-22
69,CUST0107,22-11-2024,Belt,Accessories,3,1722.0,Delhi,Female,29.0,2024-11-22
70,CUST2221,12-11-2024,Jeans,Bottomwear,1,2204.0,Pune,Male,14.0,2024-11-12
70,CUST2221,12-11-2024,Belt,Accessories,1,4610.0,Delhi,Female,41.0,2024-11-12
71,CUST2660,20-11-2024,Shirt,Topwear,5,1735.0,Bangalore,Male,42.0,2024-11-20
71,CUST2660,20-11-2024,Tie,Accessories,2,4931.0,Thane,Male,24.0,2024-11-20
71,CUST2660,20-11-2024,Scarf,Accessories,4,392.0,Bangalore,Male,34.0,2024-11-20
72,CUST2237,19-01-2025,Hoodie,Topwear,4,902.0,Thane,Male,20.0,2025-01-19
72,CUST2237,19-01-2025,Cap,Accessories,5,4253.0,Pune,Female,63.0,2025-01-19
73,CUST1087,11-07-2025,Sneakers,Footwear,1,3517.0,Nashik,Male,54.0,2025-07-11
73,CUST1087,07-11-2025,Socks,Footwear,3,970.0,Bangalore,Female,48.0,2025-11-07
74,CUST1079,26-03-2025,Sneakers,Footwear,1,1001.0,Delhi,Male,60.0,2025-03-26
74,CUST1079,26-03-2025,Socks,Footwear,2,4200.0,Mumbai,Male,37.0,2025-03-26
74,CUST1079,26-03-2025,Belt,Accessories,4,940.0,Thane,Female,61.0,2025-03-26
75,CUST2129,14-04-2025,Watch,Accessories,2,4940.0,Delhi,Male,55.0,2025-04-14
76,CUST1989,08-08-2025,Jeans,Bottomwear,3,3600.0,Thane,Female,27.0,2025-08-08
76,CUST1989,08-08-2025,Belt,Accessories,3,2595.0,Pune,Male,49.0,2025-08-08
77,CUST0770,28-03-2025,Hoodie,Topwear,5,1601.0,Pune,Male,22.0,2025-03-28
77,CUST0770,28-03-2025,Cap,Accessories,2,2543.0,Bangalore,Male,41.0,2025-03-28
77,CUST0770,28-03-2025,Skirt,Women'S Wear,2,2417.0,Pune,Female,65.0,2025-03-28
77,CUST0770,28-03-2025,Scarf,Accessories,4,4503.0,Pune,Male,19.0,2025-03-28
78,CUST2633,08-10-2024,Hoodie,Topwear,2,4122.0,Mumbai,Male,37.0,2024-10-08
78,CUST2633,08-10-2024,Cap,Accessories,1,4245.0,Thane,Female,22.0,2024-10-08
78,CUST2633,08-10-2024,Shorts,Bottomwear,5,3609.0,Thane,Female,41.0,2024-10-08
79,CUST1406,31-12-2025,Shirt,Topwear,3,1691.0,Bangalore,Male,60.0,2025-12-31
79,CUST1406,31-12-2025,Tie,Accessories,2,3209.0,Thane,Female,32.0,2025-12-31
79,CUST1406,31-12-2025,Skirt,Women'S Wear,1,4167.0,Nashik,Female,30.0,2025-12-31
79,CUST1406,31-12-2025,Scarf,Accessories,2,2890.0,Mumbai,Male,63.0,2025-12-31
80,CUST0531,21-09-2025,Hoodie,Topwear,4,337.0,Delhi,Female,20.0,2025-09-21
80,CUST0531,21-09-2025,Cap,Accessories,1,3441.0,Thane,Female,50.0,2025-09-21
80,CUST0531,21-09-2025,Watch,Accessories,3,1842.0,Pune,Male,28.0,2025-09-21
81,CUST0154,19-01-2025,Belt,Accessories,1,3713.0,Pune,Male,46.0,2025-01-19
81,CUST0154,19-01-2025,Sneakers,Footwear,2,3730.0,Nashik,Male,24.0,2025-01-19
81,CUST0154,19-01-2025,Jeans,Bottomwear,2,621.0,Pune,Female,53.0,2025-01-19
82,CUST0308,13-04-2024,Cap,Accessories,1,1730.0,Bangalore,Female,41.0,2024-04-13
82,CUST0308,13-04-2024,Tie,Accessories,3,3884.0,Pune,Female,57.0,2024-04-13
82,CUST0308,13-04-2024,Shorts,Bottomwear,2,1225.0,Mumbai,Male,26.0,2024-04-13
83,CUST2505,30-01-2024,Dress,Women'S Wear,4,3909.0,Bangalore,Female,20.0,2024-01-30
83,CUST2505,30-01-2024,Skirt,Women'S Wear,3,3451.0,Mumbai,Female,27.0,2024-01-30
84,CUST1314,09-03-2024,Dress,Women'S Wear,5,2123.0,Nashik,Female,53.0,2024-03-09
84,CUST1314,03-09-2024,Handbag,Accessories,1,1139.0,Delhi,Female,12.0,2024-09-03
85,CUST1360,27-07-2025,Skirt,Women'S Wear,1,2115.0,Delhi,Female,18.0,2025-07-27
85,CUST1360,27-07-2025,Scarf,Accessories,1,2382.0,Nashik,Male,57.0,2025-07-27
85,CUST1360,27-07-2025,Shorts,Bottomwear,5,1308.0,Mumbai,Female,46.0,2025-07-27
86,CUST2834,15-08-2025,Sneakers,Footwear,4,2935.0,Thane,Male,50.0,2025-08-15
86,CUST2834,15-08-2025,Socks,Footwear,5,2747.0,Pune,Male,62.0,2025-08-15
87,CUST2064,09-07-2025,Dress,Women'S Wear,5,4234.0,Nashik,Female,55.0,2025-07-09
87,CUST2064,07-09-2025,Handbag,Accessories,3,2351.0,Thane,Male,27.0,2025-09-07
87,CUST2064,09-07-2025,Sneakers,Footwear,4,2596.0,Nashik,Male,50.0,2025-07-09
88,CUST0832,27-09-2025,Cap,Accessories,4,2596.0,Nashik,Male,61.0,2025-09-27
88,CUST0832,27-09-2025,Scarf,Accessories,2,626.0,Nashik,Female,27.0,2025-09-27
88,CUST0832,27-09-2025,Hoodie,Topwear,1,4437.0,Pune,Male,28.0,2025-09-27
89,CUST2660,01-10-2024,Dress,Women'S Wear,3,3423.0,Delhi,Female,25.0,2024-10-01
89,CUST2660,10-01-2024,Handbag,Accessories,5,359.0,Mumbai,Female,58.0,2024-01-10
89,CUST2660,10-01-2024,Cap,Accessories,2,493.0,Thane,Male,47.0,2024-01-10
90,CUST1296,18-01-2024,Jeans,Bottomwear,5,671.0,Bangalore,Female,62.0,2024-01-18
90,CUST1296,18-01-2024,Belt,Accessories,2,4669.0,Bangalore,Female,32.0,2024-01-18
90,CUST1296,18-01-2024,T-Shirt,Topwear,5,49999.0,Thane,Male,27.0,2024-01-18
91,CUST0660,07-07-2024,Dress,Women'S Wear,1,1784.0,Bangalore,Female,60.0,2024-07-07
91,CUST0660,07-07-2024,Handbag,Accessories,3,1349.0,Thane,Male,60.0,2024-07-07
92,CUST1755,21-06-2024,Sneakers,Footwear,4,2565.0,Nashik,Female,41.0,2024-06-21
92,CUST1755,21-06-2024,Socks,Footwear,5,1908.0,Delhi,Male,34.0,2024-06-21
93,CUST2227,06-07-2025,Sneakers,Footwear,5,2682.0,Bangalore,Male,26.0,2025-07-06
93,CUST2227,07-06-2025,Socks,Footwear,2,4938.0,Thane,Female,54.0,2025-06-07
94,CUST1480,02-01-2025,Hoodie,Topwear,1,2953.0,Delhi,Female,24.0,2025-01-02
94,CUST1480,01-02-2025,Cap,Accessories,3,3381.0,Nashik,Female,32.0,2025-02-01
95,CUST0766,06-10-2024,Jacket,Outerwear,2,3695.0,Delhi,Male,39.0,2024-10-06
95,CUST0766,10-06-2024,Scarf,Accessories,1,4987.0,Delhi,Female,27.0,2024-06-10
96,CUST1840,13-09-2025,Handbag,Accessories,5,2465.0,Pune,Female,28.0,2025-09-13
96,CUST1840,13-09-2025,Watch,Accessories,5,1087.0,Mumbai,Male,29.0,2025-09-13
96,CUST1840,13-09-2025,Dress,Women'S Wear,4,4575.0,Nashik,Female,44.0,2025-09-13
97,CUST1743,17-05-2024,Sneakers,Footwear,3,99999.0,Delhi,Male,44.0,2024-05-17
97,CUST1743,17-05-2024,Socks,Footwear,3,4690.0,Pune,Female,45.0,2024-05-17
98,CUST2367,18-12-2024,Dress,Women'S Wear,2,1120.0,Pune,Female,31.0,2024-12-18
98,CUST2367,18-12-2024,Sneakers,Footwear,1,2454.0,Delhi,Female,32.0,2024-12-18
98,CUST2367,18-12-2024,Cap,Accessories,4,386.0,Mumbai,Male,30.0,2024-12-18
99,CUST0002,10-06-2024,Dress,Women'S Wear,5,1939.0,Bangalore,Female,51.0,2024-06-10
99,CUST0002,06-10-2024,Handbag,Accessories,25,3608.0,Delhi,Male,54.0,2024-10-06
99,CUST0002,10-06-2024,Scarf,Accessories,3,3926.0,Bangalore,Male,42.0,2024-06-10
99,CUST0002,10-06-2024,Socks,Footwear,2,2885.0,Pune,Female,44.0,2024-06-10
100,CUST1449,08-11-2024,Handbag,Accessories,2,2596.0,Pune,Female,31.0,2024-11-08
100,CUST1449,08-11-2024,Hoodie,Topwear,1,4249.0,Nashik,Female,41.0,2024-11-08
101,CUST1734,04-05-2025,Scarf,Accessories,1,395.0,Pune,Female,61.0,2025-05-04
101,CUST1734,04-05-2025,Handbag,Accessories,4,3348.0,Delhi,Male,41.0,2025-05-04
101,CUST1734,04-05-2025,Sneakers,Footwear,2,1524.0,Nashik,Female,48.0,2025-05-04
101,CUST1734,05-04-2025,Shorts,Bottomwear,4,1087.0,Thane,Female,46.0,2025-04-05
102,CUST0715,18-10-2024,Jacket,Outerwear,4,2646.0,Nashik,Female,47.0,2024-10-18
102,CUST0715,18-10-2024,Scarf,Accessories,3,2490.0,Pune,Female,56.0,2024-10-18
102,CUST0715,18-10-2024,Skirt,Women'S Wear,3,954.0,Delhi,Female,31.0,2024-10-18
102,CUST0715,18-10-2024,Shorts,Bottomwear,4,2833.0,Mumbai,Male,32.0,2024-10-18
103,CUST1116,15-07-2025,Jacket,Outerwear,5,2596.0,Delhi,Female,51.0,2025-07-15
