TransactionID,CustomerID,PurchaseDate,Product,Category,Quantity,UnitPrice,City,Gender,Age
16,CUST2352,10-18-2024,Handbag ,Accessories,1,1585.0,Thane,Female,92.0
17,CUST2416,2025-11-08,Watch,Accessories,2,883.0,Nashik,Female,21.0
17,CUST2416,2025-11-08,Cap,Accessories,5,625.0,Bangalore,Male,45.0
17,CUST2416,2025-11-08,Dress,Women's Wear,2,4153.0,Bangalore,Female,51.0
18,CUST1351,25/02/2025,Dress,Women's Wear,1,2875.0,Bangalore,Male,34.0
18,CUST1351,2025-02-25,HANDBAG,Accessories,1,1966.0,Mumbai,Female,
18,CUST1351,02-25-2025,Socks,Footwear,4,1261.0,Nashik,Female,59.0
18,CUST1351,02-25-2025,Belt,Accessories,2,870.0,Mumbai,Female,35.0
19,CUST1984,2024-12-19,Shirt,Topwear,2,2255.0,Bangalore,Female,54.0
19,CUST1984,19/12/2024,Tie,Accessories,4,602.0,Mumbai,Female,26.0
19,CUST1984,12-19-2024,Shorts,Bottomwear,3,3072.0,Thane,Female,57.0
20,CUST1178,20/08/2024,Sneakers,Footwear,1,2956.0,Delhi,Female,21.0
20,CUST1178,08-20-2024,Handbag,Accessories,5,1471.0,Nashik,Male,32.0
20,CUST1178,08-20-2024,Tie,Accessories,4,2347.0,Mumbai,Female,47.0
21,CUST1622,08/10/2024,Jacket,Outerwear,2,3185.0,Bangalore,female,
21,CUST1622,08/10/2024,Scarf,Accessories,3,3702.0,Delhi,Female,29.0
21,CUST1622,08/10/2024,Belt,Accessories,3,1242.0,Delhi,,47.0
21,CUST1622,10-08-2024,Skirt,Women's Wear,5,3420.0,Delhi,Male,58.0
22,CUST1238,26/10/2025,Sneakers,Footwear,1,2792.0,Nashik,Female,49.0
22,CUST1238,10-26-2025,Socks,Footwear,1,4307.0,Pune,Female,57.0
23,CUST1470,2024-03-03,Sneakers,Footwear,4,1049.0,Thane,Male,60.0
23,CUST1470,2024-03-03,Socks,Footwear,2,2990.0,Pune,Male,27.0
24,CUST2412,11-27-2024,Dress,Women's Wear,2,3747.0,Delhi,Female,51.0
24,CUST2412,2024-11-27,Handbag,Accessories,5,2769.0,Nashik,Female,47.0
25,CUST0517,08/10/2024,Shirt,Topwear,5,4645.0,Bangalore,Male,36.0
25,CUST0517,10-08-2024,Tie,Accessories,4,3565.0,Thane,Female,44.0
25,CUST0517,10-08-2024,Jacket,Outerwear,3,1364.0,Nashik,Male,53.0
26,CUST1280,12-26-2024,Shirt,Topwear,2,4249.0,Thane,Male,32.0
26,CUST1280,26/12/2024,Tie,Accessories,5,514.0,Thane,Male,
27,CUST0286,25/05/2024,T-Shirt,Topwear,3,1588.0,Mumbai,M,41.0
27,CUST0286,2024-05-25,Hoodie,Topwear,4,2536.0,Bangalore,Female,
27,CUST0286,05-25-2024,Watch,Accessories,2,2768.0,Mumbai,Male,31.0
28,CUST1451,14/03/2024,Jacket,Outerwear,4,452.0,Bangalore,Female,47.0
28,CUST1451,03-14-2024,Scarf,Accessories,3,1020.0,Nashik,Male,45.0
29,CUST2089,07-17-2024,Scarf,Accessories,1,1498.0,Pune,Male,34.0
29,CUST2089,17/07/2024,Dress,Women's Wear,5,2946.0,Thane,Female,58.0
30,CUST0315,22/10/2025,Socks,Footwear,5,4195.0,Bangalore,female,50.0
30,CUST0315,10-22-2025,Belt,Accessories,3,2616.0,Mumbai,Female,42.0
30,CUST0315,10-22-2025,Hoodie,Topwear,2,3029.0,Pune,Female,23.0
31,CUST2879,12-02-2025,Watch,Accessories,3,2829.0,Pune,Male,29.0
31,CUST2879,02/12/2025,Scarf,Accessories,5,608.0,Pune,Female,60.0
32,CUST1493,23/11/2025,Tie,Accessories,5,2258.0,Thane,Male,37.0
32,CUST1493,23/11/2025,Shorts,Bottomwear,2,1934.0,Delhi,Female,56.0
33,CUST2103,30/05/2024,cap,Accessories,4,735.0,Pune,Female,43.0
33,CUST2103,2024-05-30,Scarf,Accessories,2,4141.0,Pune,Male,46.0
34,CUST0977,2025-03-05,Shirt ,Topwear,4,4690.0,Nashik,Female,19.0
34,CUST0977,03-05-2025,Tie,Accessories,5,4756.0,Mumbai,Female,
34,CUST0977,05/03/2025,T-Shirt,Topwear,1,3022.0,Bangalore,Male,26.0
35,CUST0152,27/10/2024,Sneakers,Footwear,3,2839.0,Bangalore,Male,50.0
35,CUST0152,27/10/2024,Socks,Footwear,4,3575.0,Nashik,Male,65.0
36,CUST2468,07-03-2024,Dress,Women's Wear,1,2985.0,Bangalore,Male,60.0
36,CUST2468,03/07/2024,Handbag,Accessories,1,913.0,Mumbai,Male,
37,CUST1484,27/01/2025,Dress,Women's Wear,1,1426.0,Mumbai,Male,51.0
37,CUST1484,01-27-2025,Shorts,Bottomwear,2,2638.0,Nashik,Male,62.0
37,CUST1484,01-27-2025,Scarf,Accessories,3,830.0,Thane,Male,53.0
38,CUST2345,12/01/2025,Shirt,Topwear,5,1005.0,Nashik,Female,22.0
38,CUST2345,01-12-2025,Tie,Accessories,2,4815.0,Mumbai,Male,58.0
39,CUST1164,2024-03-21,Jacket,Outerwear,3,4669.0,Pune,Male,23.0
39,CUST1164,03-21-2024,Scarf,Accessories,1,671.0,Delhi,Female,59.0
39,CUST1164,21/03/2024,Shirt,Topwear,4,2735.0,Nashik,Female,47.0
40,CUST0536,2025-01-14,Jeans,Bottomwear,1,2490.0,Delhi,Female,46.0
40,CUST0536,01-14-2025,Belt,Accessories,2,4380.0,Nashik,Male,50.0
40,CUST0536,01-14-2025,Cap,Accessories,25,2639.0,Nashik,Female,52.0
41,CUST1845,17/07/2025,Shirt,Topwear,1,3525.0,Pune,M,41.0
41,CUST1845,17/07/2025,Tie,Accessories,2,4522.0,Delhi,Female,26.0
41,CUST1845,07-17-2025,Sneakers,Footwear,3,1196.0,Delhi,Male,44.0
42,CUST1968,06-23-2024,Jacket,Outerwear,2,557.0,Nashik,Female,54.0
42,CUST1968,06-23-2024,Scarf,Accessories,1,1430.0,Thane,Female,51.0
42,CUST1968,06-23-2024,Socks,Footwear,3,4265.0,Thane,Female,30.0
43,CUST1121,2024-10-21,Jacket,Outerwear,3,1498.0,Bangalore,Female,36.0
43,CUST1121,2024-10-21,Scarf,Accessories,1,2259.0,Mumbai,Male,33.0
43,CUST1121,2024-10-21,Socks,Footwear,4,4195.0,Bangalore,Female,48.0
44,CUST0718,03/03/2025,Belt,Accessories,3,605.0,Thane,Female,18.0
44,CUST0718,03/03/2025,Skirt,Women's Wear,2,1221.0,Mumbai,Male,39.0
45,CUST1752,11/06/2025,Hoodie,Topwear,2,24999.0,Thane,male,38.0
45,CUST1752,2025-06-11,Cap,Accessories,2,3620.0,Bangalore,Female,61.0
45,CUST1752,06-11-2025,Sneakers,Footwear,4,3359.0,Pune,Male,44.0
46,CUST0460,03-04-2024,Hoodie,Topwear,3,4561.0,Delhi,Male,46.0
46,CUST0460,2024-03-04,Dress,Women's Wear,3,1.0,Nashik,Male,43.0
47,CUST1176,2025-02-22,Sneakers,Footwear,4,3973.0,Bangalore,Male,42.0
47,CUST1176,02-22-2025,Socks,Footwear,1,2743.0,Pune,Male,47.0
47,CUST1176,02-22-2025,Watch,Accessories,4,427.0,Pune,Male,33.0
48,CUST1185,27/08/2024,Jacket,Outerwear,3,1472.0,Bangalore,male,60.0
49,CUST2853,02/03/2025,Dress,Women's Wear,2,2762.0,Nashik,Female,63.0
49,CUST2853,02/03/2025,Handbag,Accessories,1,4686.0,Mumbai,Male,64.0
49,CUST2853,02/03/2025,Skirt,Women's Wear,3,424.0,Pune,Female,31.0
50,CUST2186,26/10/2025,Dress,Women's Wear,1,4145.0,Bangalore,Male,38.0
50,CUST2186,26/10/2025,Handbag,Accessories,2,3410.0,Thane,Female,54.0
50,CUST2186,2025-10-26,skirt,Women's Wear,2,1445.0,Delhi,Male,64.0
51,CUST0279,2025-12-25,Sneakers,Footwear,1,49999.0,Delhi,Male,60.0
51,CUST0279,25/12/2025,Socks,Footwear,1,1088.0,Thane,Female,51.0
51,CUST0279,2025-12-25,Shorts,Bottomwear,1,558.0,Bangalore,Male,23.0
52,CUST2164,13/02/2024,Jacket,Outerwear,1,908.0,Pune,Male,61.0
52,CUST2164,2024-02-13,Scarf,Accessories,1,2750.0,Nashik,Female,28.0
52,CUST2164,2024-02-13,Skirt ,Women's Wear,1,3879.0,Thane,Female,32.0
53,CUST2785,2025-08-22,Jeans,Bottomwear,1,971.0,Thane,Female,35.0
53,CUST2785,2025-08-22,Belt,Accessories,2,3829.0,,Male,46.0
53,CUST2785,22/08/2025,Tie,Accessories,5,2287.0,Thane,Female,54.0
54,CUST1031,09-09-2024,Hoodie,Topwear,3,354.0,Nashik,Female,43.0
54,CUST1031,2024-09-09,Sneakers,Footwear,2,4223.0,Delhi,Female,38.0
55,CUST2426,2025-07-12,Shirt,Topwear,4,2016.0,Bangalore,Female,46.0
55,CUST2426,2025-07-12,Tie ,Accessories,4,4224.0,Delhi,Female,55.0
56,CUST2694,11/11/2025,Jacket,Outerwear,4,1166.0,Nashik,Male,18.0
56,CUST2694,11-11-2025,Scarf,Accessories,1,2719.0,Thane,Male,44.0
56,CUST2694,11/11/2025,Belt,Accessories,4,2911.0,Bangalore,Female,22.0
56,CUST2694,11-11-2025,SOCKS,Footwear,5,3791.0,Nashik,Female,
57,CUST0257,08-14-2025,Shirt,Topwear,3,2969.0,Delhi,Female,30.0
57,CUST0257,08-14-2025,Tie,Accessories,3,993.0,Thane,Male,61.0
58,CUST2202,12-11-2025,Handbag,Accessories,2,2876.0,Pune,Female,46.0
58,CUST2202,12-11-2025,Tie,Accessories,4,4302.0,Mumbai,Female,28.0
59,CUST2093,2024-04-25,Dress,Women's Wear,4,4774.0,Thane,Male,31.0
59,CUST2093,04-25-2024,Handbag,Accessories,2,2018.0,Pune,Female,65.0
59,CUST2093,2024-04-25,Scarf,Accessories,5,1678.0,Pune,Male,38.0
59,CUST2093,2024-04-25,Belt,Accessories,2,1497.0,Nashik,Female,63.0
60,CUST1651,11/06/2025,Scarf,Accessories,4,3233.0,Nashik,Male,22.0
60,CUST1651,11/06/2025,Skirt,Women's Wear,1,675.0,Nashik,Male,24.0
60,CUST1651,2025-06-11,Jeans,Bottomwear,2,2543.0,Mumbai,Male,23.0
60,CUST1651,11/06/2025,T-Shirt,Topwear,2,4205.0,Mumbai,Male,22.0
61,CUST0366,2024-04-14,Dress,Women's Wear,2,99999.0,Bangalore,Female,22.0
61,CUST0366,04-14-2024,Handbag,Accessories,2,1307.0,Pune,Male,55.0
62,CUST0110,05/11/2025,Hoodie,Topwear,4,3460.0,Thane,Male,25.0
62,CUST0110,11-05-2025,Socks,Footwear,1,435.0,Nashik,Male,55.0
62,CUST0110,05/11/2025,Belt,Accessories,5,1549.0,Delhi,Male,35.0
63,CUST2990,2024-09-01,Jeans,Bottomwear,5,749.0,Punee,Male,37.0
63,CUST2990,01/09/2024,Belt,Accessories,3,1338.0,Thane,Male,65.0
63,CUST2990,2024-09-01,Sneakers,Footwear,5,3249.0,,Female,21.0
64,CUST1002,02-17-2024,Hoodie,Topwear,2,588.0,Thane,Male,53.0
64,CUST1002,17/02/2024,Cap,Accessories,1,1768.0,Nashik,Male,32.0
65,CUST2310,07/11/2024,Shorts,Bottomwear,50,2307.0,Thane,Male,27.0
65,CUST2310,07/11/2024,Skirt,Women's Wear,1,1465.0,Bangalore,Female,63.0
66,CUST0307,2025-08-29,Hoodie,Topwear,3,2437.0,Thane,Female,38.0
66,CUST0307,08-29-2025,Cap,Accessories,2,3981.0,Nashik,Male,47.0
66,CUST0307,29/08/2025,Dress,Women's Wear,5,629.0,Thane,Male,31.0
67,CUST2278,2025-07-17,Hoodie,Topwear,2,1293.0,Nashik,Male,18.0
67,CUST2278,2025-07-17,Cap,Accessories,1,1918.0,Mumbai,Female,59.0
68,CUST1568,2025-11-30,Dress,Women's Wear,2,2551.0,Bangalore,Male,35.0
68,CUST1568,2025-11-30,Handbag,Accessories,5,2340.0,Bangalore,Female,58.0
69,CUST0107,22/11/2024,Jeans,Bottomwear,5,3227.0,Thane,Male,55.0
69,CUST0107,22/11/2024,Belt ,Accessories,3,1722.0,Delhi,Female,29.0
70,CUST2221,2024-11-12,Jeans,Bottomwear,1,2204.0,,Male,14.0
70,CUST2221,12/11/2024,Belt,Accessories,1,4610.0,Delhi,Female,41.0
71,CUST2660,11-20-2024,Shirt,Topwear,5,1735.0,Bangalore,Male,42.0
71,CUST2660,20/11/2024,Tie,Accessories,2,4931.0,Thane,Male,24.0
71,CUST2660,20/11/2024,Scarf,Accessories,4,392.0,Bangalore,Male,34.0
72,CUST2237,01-19-2025,Hoodie,Topwear,4,902.0,Thane,Male,20.0
72,CUST2237,01-19-2025,Cap,Accessories,5,4253.0,Pune,Female,63.0
73,CUST1087,11-07-2025,Sneakers,Footwear,1,3517.0,Nashik,Male,54.0
73,CUST1087,2025-11-07,Socks,Footwear,3,970.0,Bangalore,Female,48.0
74,CUST1079,03-26-2025,Sneakers,Footwear,1,1001.0,Delhi,Male,60.0
74,CUST1079,2025-03-26,Socks,Footwear,2,4200.0,Mumbai,Male,37.0
74,CUST1079,26/03/2025,Belt,Accessories,4,940.0,Thane,Female,61.0
75,CUST2129,04-14-2025,Watch,Accessories,2,4940.0,Delhi,Male,55.0
76,CUST1989,08/08/2025,Jeans,Bottomwear,3,3600.0,Thane,Female,27.0
76,CUST1989,2025-08-08,Belt,Accessories,3,2595.0,Pune,Male,49.0
77,CUST0770,03-28-2025,Hoodie,Topwear,5,1601.0,Pune,Male,22.0
77,CUST0770,28/03/2025,Cap ,Accessories,2,2543.0,Bangalore,Male,41.0
77,CUST0770,03-28-2025,Skirt,Women's Wear,2,2417.0,Pune,Male,65.0
77,CUST0770,03-28-2025,Scarf,Accessories,4,4503.0,Pune,male,19.0
78,CUST2633,08/10/2024,Hoodie,Topwear,2,4122.0,Mumbai,Male,37.0
78,CUST2633,2024-10-08,Cap,Accessories,1,4245.0,Thane,Female,22.0
78,CUST2633,2024-10-08,Shorts,Bottomwear,5,3609.0,Thane,Female,
79,CUST1406,2025-12-31,Shirt,Topwear,3,1691.0,Bangalore,Male,60.0
79,CUST1406,12-31-2025,Tie,Accessories,2,3209.0,Thane,Female,32.0
79,CUST1406,31/12/2025,Skirt,Women's Wear,1,4167.0,Nashik,Female,30.0
79,CUST1406,2025-12-31,Scarf,Accessories,2,2890.0,Mumabi,Male,63.0
80,CUST0531,2025-09-21,Hoodie,Topwear,4,337.0,Delhi,Female,20.0
80,CUST0531,21/09/2025,Cap,Accessories,1,3441.0,Thane,Female,50.0
80,CUST0531,09-21-2025,Watch,Accessories,3,1842.0,Pune,Male,28.0
81,CUST0154,01-19-2025,Belt,Accessories,1,3713.0,Pune,Male,46.0
81,CUST0154,19/01/2025,Sneakers,Footwear,2,3730.0,Nashik,Male,24.0
81,CUST0154,01-19-2025,jeans,Bottomwear,2,621.0,Pune,Female,53.0
82,CUST0308,13/04/2024,Cap,Accessories,1,1730.0,Bangalore,Female,
82,CUST0308,13/04/2024,Tie,Accessories,3,3884.0,Pune,Female,57.0
82,CUST0308,13/04/2024,Shorts,Bottomwear,2,1225.0,Mumbai,Male,26.0
83,CUST2505,30/01/2024,Dress,Women's Wear,4,3909.0,Bangalore,Male,20.0
83,CUST2505,30/01/2024,Skirt,Women's Wear,3,3451.0,Mumbai,Male,27.0
84,CUST1314,09-03-2024,Dress,Women's Wear,5,2123.0,Nashik,Female,53.0
84,CUST1314,03/09/2024,Handbag,Accessories,1,1139.0,Delhi,Female,12.0
85,CUST1360,27/07/2025,Skirt,Women's Wear,1,2115.0,Delhi,F,18.0
85,CUST1360,07-27-2025,Scarf,Accessories,1,2382.0,Nashik,Male,57.0
85,CUST1360,2025-07-27,Shorts,Bottomwear,5,1308.0,Mumbai,Female,46.0
86,CUST2834,08-15-2025,Sneakers,Footwear,4,2935.0,Thane,Male,50.0
86,CUST2834,2025-08-15,Socks,Footwear,5,2747.0,Pune,Male,62.0
87,CUST2064,2025-07-09,Dress,Women's Wear,5,4234.0,Nashik,F,55.0
87,CUST2064,07-09-2025,Handbag,Accessories,3,2351.0,Thane,Male,27.0
87,CUST2064,09/07/2025,Sneakers,Footwear,4,,Nashik,Male,50.0
88,CUST0832,27/09/2025,Cap,Accessories,4,,Nashik,Male,61.0
88,CUST0832,09-27-2025,Scarf,Accessories,2,626.0,Nashik,Female,27.0
88,CUST0832,09-27-2025,Hoodie,Topwear,1,4437.0,Pune,Male,28.0
89,CUST2660,01-10-2024,Dress,Women's Wear,3,3423.0,Delhi,F,25.0
89,CUST2660,2024-01-10,Handbag,Accessories,5,359.0,Mumbai,Female,58.0
89,CUST2660,10/01/2024,Cap,Accessories,2,493.0,Thane,Male,47.0
90,CUST1296,18/01/2024,Jeans,Bottomwear,5,671.0,Bangalore,Female,62.0
90,CUST1296,2024-01-18,Belt,Accessories,2,4669.0,Bangalore,Female,32.0
90,CUST1296,2024-01-18,T-Shirt,Topwear,5,49999.0,Thane,Male,27.0
91,CUST0660,07/07/2024,Dress,Women's Wear,1,1784.0,Bangalore,Female,60.0
91,CUST0660,07/07/2024,Handbag,Accessories,3,1349.0,Thane,Male,60.0
92,CUST1755,2024-06-21,Sneakers,Footwear,4,2565.0,Nashik,Female,41.0
92,CUST1755,21/06/2024,Socks,Footwear,5,1908.0,Delhi,Male,34.0
93,CUST2227,2025-07-06,Sneakers,Footwear,5,2682.0,Bangalore,Male,26.0
93,CUST2227,07-06-2025,Socks,Footwear,2,4938.0,Thane,Female,54.0
94,CUST1480,02-01-2025,Hoodie,Topwear,1,2953.0,Delhi,Female,24.0
94,CUST1480,2025-02-01,Cap,Accessories,3,3381.0,NASHIK,Female,32.0
95,CUST0766,06-10-2024,Jacket,Outerwear,2,3695.0,Delhi,M,39.0
95,CUST0766,2024-06-10,Scarf,Accessories,1,4987.0,Delhi,Female,27.0
96,CUST1840,2025-09-13,Handbag,Accessories,5,2465.0,Pune,,28.0
96,CUST1840,09-13-2025,Watch,Accessories,5,1087.0,Mumbai,Male,29.0
96,CUST1840,2025-09-13,Dress,Women's Wear,4,4575.0,Nashik,Male,44.0
97,CUST1743,17/05/2024,SNEAKERS,Footwear,3,99999.0,Delhi,Male,44.0
97,CUST1743,17/05/2024,Socks,Footwear,3,4690.0,Pune,Female,45.0
98,CUST2367,2024-12-18,Dress,Women's Wear,2,1120.0,Pune,Male,31.0
98,CUST2367,18/12/2024,Sneakers,Footwear,1,2454.0,Delhi,Female,32.0
98,CUST2367,12-18-2024,Cap,Accessories,4,386.0,Mumbai,Male,30.0
99,CUST0002,2024-06-10,Dress,Women's Wear,5,1939.0,Bangalore,Female,51.0
99,CUST0002,06-10-2024,Handbag,Accessories,25,3608.0,Delhi,Male,54.0
99,CUST0002,2024-06-10,Scarf,Accessories,3,3926.0,Bangalore,M,42.0
99,CUST0002,10/06/2024,Socks,Footwear,2,2885.0,Pune,Female,44.0
100,CUST1449,08-11-2024,Handbag,Accessories,2,,Pune,Female,31.0
100,CUST1449,08-11-2024,Hoodie,Topwear,1,4249.0,Nashik,Female,41.0
101,CUST1734,2025-05-04,Scarf,Accessories,1,395.0,Pune,Female,61.0
101,CUST1734,2025-05-04,Handbag,Accessories,4,3348.0,Delhi,Male,41.0
101,CUST1734,04/05/2025,Sneakers,Footwear,2,1524.0,Nashik,Female,48.0
101,CUST1734,05-04-2025,shorts,Bottomwear,4,1087.0,Thane,Female,46.0
102,CUST0715,18/10/2024,Jacket,Outerwear,4,2646.0,Nashik,Female,47.0
102,CUST0715,10-18-2024,Scarf,Accessories,3,2490.0,,Female,56.0
102,CUST0715,2024-10-18,Skirt,Women's Wear,3,954.0,Delhi,Female,31.0
102,CUST0715,10-18-2024,Shorts,Bottomwear,4,2833.0,Mumabi,Male,32.0
103,CUST1116,07-15-2025,Jacket,Outerwear,5,,Delhi,Female,51.0
103,CUST1116,07-15-2025,Scarf,Accessories,2,24999.0,Thane,Female,36.0
103,CUST1116,07-15-2025,Handbag,Accessories,4,3532.0,Pune,Female,33.0
103,CUST1116,15/07/2025,Shorts,Bottomwear,3,2631.0,Pune,Male,59.0
104,CUST0080,04/06/2024,Shirt,Topwear,2,1136.0,Mumbai,Male,36.0
104,CUST0080,06-04-2024,Tie,Accessories,1,,Mumbai,Female,23.0
105,CUST1020,29/01/2025,Cap,Accessories,4,1068.0,Thane,Female,51.0
105,CUST1020,01-29-2025,Belt ,Accessories,2,3251.0,Thane,Female,21.0
106,CUST1947,12-05-2025,Dress,Women's Wear,2,1590.0,Mumbai,Male,49.0
106,CUST1947,2025-12-05,Handbag,Accessories,3,3892.0,Thane,Male,64.0
107,CUST2227,22/12/2024,Hoodie,Topwear,5,1568.0,Bangalore,Male,46.0
107,CUST2227,2024-12-22,Cap,Accessories,1,4714.0,Delhi,Male,42.0
107,CUST2227,2024-12-22,Handbag,Accessories,2,555.0,Bangalore,Female,
108,CUST0855,11-02-2025,Jeans,Bottomwear,5,3706.0,Bangalore,Male,41.0
108,CUST0855,11-02-2025,Belt,Accessories,4,1851.0,Delhi,Male,30.0
109,CUST1750,16/04/2024,Sneakers,Footwear,2,4672.0,Thane,Female,56.0
109,CUST1750,16/04/2024,Socks,Footwear,5,2380.0,Thane,Male,41.0
109,CUST1750,16/04/2024,Jacket,Outerwear,1,2559.0,Mumbai,Male,53.0
110,CUST0377,07/08/2025,Sneakers,Footwear,2,4298.0,Mumbai,Female,62.0
110,CUST0377,2025-08-07,Socks,Footwear,4,1286.0,Mumbai,Female,32.0
110,CUST0377,08-07-2025,T-Shirt,Topwear,4,3949.0,Pune,Female,
110,CUST0377,08-07-2025,Jacket,Outerwear,4,1367.0,Delhi,Male,26.0
111,CUST0367,04-25-2024,Hoodie,Topwear,3,3121.0,Delhi,Female,56.0
111,CUST0367,04-25-2024,cap,Accessories,3,1576.0,Thane,Male,64.0
111,CUST0367,25/04/2024,Scarf,Accessories,5,2417.0,Nashik,F,53.0
112,CUST0218,21/04/2025,Jeans,Bottomwear,4,2521.0,Thane,Male,60.0
112,CUST0218,21/04/2025,Belt,Accessories,4,4653.0,Mumbai,Male,23.0
113,CUST1456,10-02-2025,Shirt,Topwear,1,4845.0,Mumbai,Male,35.0
113,CUST1456,10-02-2025,Tie,Accessories,2,3792.0,Bangalore,Male,37.0
113,CUST1456,02/10/2025,Belt,Accessories,2,3822.0,Delhi,Male,27.0
114,CUST1696,25/02/2025,Jacket,Outerwear,2,1173.0,Delhi,Female,26.0
114,CUST1696,25/02/2025,Scarf,Accessories,2,4414.0,Nashik,Female,56.0
114,CUST1696,25/02/2025,Shirt,Topwear,2,1960.0,Bangalore,Female,31.0
115,CUST2950,16/11/2024,Jacket,Outerwear,4,646.0,Delhi,Female,33.0
115,CUST2950,11-16-2024,Scarf,Accessories,4,1662.0,Nashik,Male,45.0
115,CUST2950,2024-11-16,Belt,Accessories,5,1407.0,Nashik,Male,43.0
115,CUST2950,2024-11-16,Sneakers,Footwear,1,3980.0,Nashik,Male,58.0
116,CUST0593,2024-07-02,Watch,Accessories,2,15999.0,Punee,Female,26.0
116,CUST0593,07-02-2024,Tie,Accessories,5,352.0,Mumbai,Male,33.0
116,CUST0593,02/07/2024,Shorts,Bottomwear,3,3011.0,Delhi,Female,23.0
117,CUST0147,04-05-2024,Scarf,Accessories,4,1401.0,Bangalore,Male,25.0
117,CUST0147,2024-04-05,T-Shirt,Topwear,5,2651.0,Pune,Female,45.0
118,CUST2903,2024-10-24,Sneakers,Footwear,4,3690.0,Bangalore,Male,20.0
118,CUST2903,24/10/2024,Shorts,Bottomwear,1,3029.0,Pune,Male,39.0
118,CUST2903,24/10/2024,Hoodie,Topwear,2,4072.0,Delhi,Male,52.0
119,CUST0272,06-01-2024,Jenas,,5,3490.0,Bangalore,Female,29.0
119,CUST0272,06-01-2024,Belt,Accessories,3,1732.0,Nashik,Male,25.0
